;Gene Symbol;Entrez;logFC;AveExpr;t;P.Value;adj.P.Val;B
17008653;ATP6V0CP3;442211;-0.2063235773;3.1121256309;-0.4995225269;0.6228769112;0.9054761062;-5.6624371721
16705064;UBE2D1;7321;-0.2130043877;3.8018749611;-0.4992214853;0.6230851743;0.9054939662;-5.6625783596
17005560;HIST1H4I//HIST1H4A//HIST1H4D//HIST1H4F//HIST1H4K//HIST1H4J//HIST1H4C//HIST1H4H//HIST1H4B//HIST1H4E//HIST1H4L//HIST2H4A//HIST4H4//HIST2H4B;8294;-0.2385807396;7.384078996;-0.4991116475;0.6231611691;0.9054939662;-5.6626298526
16833441;ZNHIT3;9326;0.2158440482;5.1297708257;0.4990354681;0.6232138788;0.9054939662;-5.6626655597
16683655;RSRP1//LOC101928189//C1orf63;57035;-0.2428782875;5.0528214542;-0.4990121799;0.6232299927;0.9054939662;-5.6626764744
17085507;LOC102725139;102725139;0.1871842383;3.5535565442;0.4987089637;0.6234398157;0.90563102;-5.66281854
16915993;PPDPF;79144;-0.2047751843;7.8463634409;-0.4984085412;0.6236477381;0.90563102;-5.6629592139
16775797;RNU4ATAC3P;---;-0.1953871509;1.3151237523;-0.4983850175;0.6236640202;0.90563102;-5.6629702254
16818165;BCKDK;10295;0.2167292201;2.5523705135;0.4983833551;0.6236651708;0.90563102;-5.6629710036
16764090;FKBP11;51303;-0.2029297242;4.0418784833;-0.4981386762;0.6238345391;0.9057532078;-5.6630855087
17052611;TRBV4-2;---;0.2271589973;1.587677096;0.497738123;0.6241118508;0.9059833852;-5.6632728421
16740317;AP003068.9;---;-0.2385808413;5.2798529898;-0.4976634384;0.6241635629;0.9059833852;-5.6633077548
16884517;AC012442.6;---;0.2156380335;1.3316007695;0.4972152368;0.6244739425;0.9061946234;-5.6635171682
17098594;ENG;2022;0.2335781164;2.9978488549;0.4971674002;0.6245070736;0.9061946234;-5.6635395081
17011149;RP3-418C23.2//LOC101927314;---;-0.2238551807;1.2894455711;-0.497083929;0.6245648867;0.9061946234;-5.6635784844
17005539;HIST1H3C;8352;0.2404966885;1.7086907798;0.4969381244;0.6246658787;0.9062174391;-5.6636465516
16870131;HAUS8;93323;-0.2520318306;3.094303811;-0.4965642214;0.6249248984;0.9063708449;-5.6638210152
16765793;DNAJC14//RP11-762I7.5;85406;0.1801739124;4.1458822854;0.4964691967;0.6249907343;0.9063708449;-5.6638653335
16781513;RP11-203M5.7;---;-0.2433996903;1.4872001117;-0.4964161799;0.6250274673;0.9063708449;-5.6638900562
17113627;MIR766;768218;0.1887973863;1.200038194;0.4958589837;0.6254135846;0.9067021758;-5.6641497321
16996078;CTD-2288O8.1;---;0.2227880387;1.3228587147;0.4955404917;0.625634338;0.9067021758;-5.6642980347
16846148;LOC102724532//LOC100506325//RP11-6N17.4;102724532;-0.2514423452;3.0438894422;-0.4954582041;0.6256913792;0.9067021758;-5.664336336
16991604;THG1L;54974;0.1968682582;3.8339311273;0.495274904;0.62581845;0.9067021758;-5.664421632
17020464;RAB23;51715;-0.2206253681;1.4168455887;-0.4951445337;0.6259088352;0.9067021758;-5.6644822792
17014963;EXOC2;55770;-0.1912293543;4.5566872706;-0.495070249;0.6259603391;0.9067021758;-5.6645168289
16859763;IFI30//PIK3R2//AC007192.4;10437;-0.3672869955;3.3165581995;-0.4950568711;0.6259696147;0.9067021758;-5.6645230504
16876043;ZNF417;147687;-0.2431166125;3.23637605;-0.4950072938;0.6260039895;0.9067021758;-5.6645461053
16731339;TTC12;54970;-0.2011854573;1.7918287203;-0.4948673189;0.6261010471;0.9067021758;-5.6646111856
16898601;NFU1;27247;-0.210023074;1.6888051273;-0.494855739;0.6261090768;0.9067021758;-5.6646165688
16791909;BAZ1A;11177;-0.2011944334;5.022637664;-0.4945135775;0.6263463597;0.906786749;-5.6647755753
16827234;FAM96B;51647;0.2363839995;4.5552186692;0.4943766892;0.626441301;0.906786749;-5.6648391589
16869350;DNASE2;1777;-0.2212084055;2.8960285801;-0.4941925308;0.6265690378;0.906786749;-5.6649246721
16832438;TNFAIP1;7126;0.2061378796;4.2639985526;0.4941329343;0.626610378;0.906786749;-5.6649523388
16910485;THAP4;51078;0.1960420071;3.1267491253;0.4939045999;0.626768778;0.906786749;-5.6650583095
16810104;ICE2//NARG2;79664;-0.184525336;3.8173337227;-0.4939009181;0.6267713322;0.906786749;-5.6650600178
16907672;METTL21A;151194;-0.2065399407;1.9281995017;-0.4938726234;0.6267909622;0.906786749;-5.6650731461
17108562;VBP1;7411;0.2130553929;2.1201809991;0.4937874679;0.6268500419;0.906786749;-5.6651126523
16727363;CNIH2;254263;0.2232312975;2.5959795387;0.4933707565;0.6271391877;0.9070815578;-5.6653058816
16900441;DUSP2;1844;0.2943182256;5.8338016522;0.4927891255;0.6275428703;0.9073700487;-5.6655753187
16894139;RNF144A-AS1;386597;-0.2378079345;1.7303684524;-0.4927736463;0.6275536153;0.9073700487;-5.6655824851
16942906;CHMP2B;25978;0.1995702195;3.6751278292;0.4926266298;0.6276556723;0.9073700487;-5.6656505386
16669212;TTF2;8458;-0.2554042596;3.0128484505;-0.4921758824;0.6279686233;0.9073700487;-5.6658590647
17021083;ELOVL4;6785;-0.2081196248;1.4011462606;-0.491927317;0.6281412316;0.9073700487;-5.6659739774
16706259;KAT6B;23522;-0.2059726967;5.1635147;-0.4918144676;0.6282196034;0.9073700487;-5.6660261293
16935036;KCNJ4;3761;0.184892182;1.879610447;0.4917627274;0.6282555375;0.9073700487;-5.6660500366
17116684;VAMP7;6845;-0.2209554911;5.171944663;-0.4917350854;0.6282747356;0.9073700487;-5.6660628079
17068636;POMK//SGK196;84197;-0.2382201233;2.9690632919;-0.4917043561;0.6282960782;0.9073700487;-5.6660770049
16918023;ACSS1;84532;0.2256889394;2.5294937853;0.4916614396;0.6283258857;0.9073700487;-5.6660968308
16962620;LPP-AS2;339929;0.2189148072;2.2229572586;0.4915676311;0.6283910426;0.9073700487;-5.6661401613
16811936;SCAPER;49855;-0.2267628929;4.1955609793;-0.4915364185;0.6284127226;0.9073700487;-5.6661545767
17072084;MED30;90390;-0.2013118223;4.1140673767;-0.4914848747;0.6284485255;0.9073700487;-5.6661783801
16697927;RP11-134G8.8;---;0.3230948967;2.2611089715;0.4911549347;0.6286777271;0.9075679686;-5.6663306915
16899472;AC084149.2;---;0.2056919653;2.483601215;0.4909488338;0.6288209202;0.9075679686;-5.6664257841
16789509;SIVA1;10572;-0.192435779;2.9676069247;-0.4907815161;0.6289371788;0.9075679686;-5.666502954
16720006;PSMD13;5719;0.2200936657;4.1192678342;0.490716516;0.628982346;0.9075679686;-5.6665329263
16673270;LOC440700//RP11-466F5.6;440700;0.1892645897;1.759299444;0.4905172647;0.6291208109;0.9075679686;-5.6666247793
16956002;EOGT;285203;0.180614561;2.8442849567;0.4901424083;0.6293813463;0.9075679686;-5.6667974861
16937614;GHRLOS;100126793;0.2076514088;2.4447912297;0.4898673506;0.6295725505;0.9075679686;-5.6669241311
16909520;SNORA75;654321;0.5048459247;2.6557987995;0.4897195265;0.6296753203;0.9075679686;-5.6669921652
16890490;ATIC;471;-0.2030873143;4.7283244201;-0.4895839481;0.6297695835;0.9075679686;-5.6670545458
17019549;MRPL14;64928;0.2549512811;3.7804205636;0.4895166069;0.629816406;0.9075679686;-5.6670855237
16665960;RP4-694A7.2;---;-0.2322931455;1.563231557;-0.4894475154;0.6298644472;0.9075679686;-5.6671173025
16929366;SC22CB-1E7.1;---;-0.1884088827;5.541637352;-0.4891848817;0.6300470788;0.9075679686;-5.6672380615
17074601;MIR598;693183;0.1698646186;1.2370994826;0.4891801613;0.6300503615;0.9075679686;-5.6672402314
16732799;OR10G9;219870;0.1880112381;0.9774940493;0.4889360163;0.6302201586;0.9075679686;-5.6673524316
16793052;GNPNAT1;64841;0.2228264702;3.1693529666;0.4889005825;0.6302448038;0.9075679686;-5.6673687112
16941871;IL17RB;55540;0.3387081595;3.9719377542;0.4888305073;0.6302935442;0.9075679686;-5.6674009029
17063796;TRBV5-4;---;0.2590691585;1.7570537138;0.4885152391;0.6305128487;0.9075679686;-5.6675456776
16988232;COMMD10;51397;0.2109130354;2.1603272002;0.4884812973;0.6305364611;0.9075679686;-5.6675612587
16763600;AMIGO2;347902;-0.1906691543;1.2897677866;-0.4882699797;0.6306834784;0.9075679686;-5.6676582406
16940154;CXCR6;10663;0.2452688723;2.7056863704;0.4881811927;0.6307452537;0.9075679686;-5.6676989763
16710635;GLRX3;10539;0.2018365491;4.1833593517;0.4880603519;0.6308293356;0.9075679686;-5.6677544066
17008121;RNF8;9025;0.1957085507;3.5465755655;0.4880215865;0.6308563099;0.9075679686;-5.6677721857
16753689;HELB;92797;-0.1971131946;4.4003106943;-0.4877501851;0.6310451754;0.9075679686;-5.6678966208
16690172;LOC101928370//RP4-575N6.4;101928370;-0.2507841281;2.435773483;-0.4877274159;0.6310610215;0.9075679686;-5.6679070572
16874012;CA11;770;-0.2136566061;2.3891716176;-0.4876832187;0.6310917806;0.9075679686;-5.6679273139
16665757;PDE4B;5142;0.172628608;2.3660121775;0.4876650806;0.6311044041;0.9075679686;-5.6679356266
17082865;ZNF34;80778;0.2034888918;1.5105331243;0.48751116;0.631211532;0.9075679686;-5.6680061558
16694529;CCT3//LOC101927137;7203;-0.2047337269;5.2886278131;-0.4874285072;0.6312690614;0.9075679686;-5.6680440199
17084428;UBAP1;51271;0.2314978797;3.5608758222;0.4873577721;0.6313182975;0.9075679686;-5.6680764194
16799739;CHAC1;79094;0.2558581927;1.313406788;0.4872042458;0.6314251676;0.9075679686;-5.6681467248
16908817;AC053503.6;---;-0.2688322196;1.3970177553;-0.4870986858;0.6314986531;0.9075679686;-5.6681950521
16873140;LOC101928063//RP11-15A1.7;101928063;0.2047452638;1.6342334886;0.4870014441;0.6315663512;0.9075679686;-5.6682395621
16709964;WDR11;55717;-0.1847499581;2.8163498677;-0.4870009376;0.6315667038;0.9075679686;-5.6682397939
17079293;CCNE2;9134;-0.2724433109;2.1402518562;-0.4869219112;0.6316217232;0.9075679686;-5.6682759599
17106067;VSIG1;340547;-0.3483571445;1.9731128059;-0.486890002;0.6316439395;0.9075679686;-5.6682905614
16982979;RP11-332J15.3;---;0.202789378;1.2808688726;0.4868588902;0.631665601;0.9075679686;-5.6683047971
16763373;RP11-350F4.2;---;-0.2240491695;2.9621782943;-0.4864719051;0.6319350662;0.9075679686;-5.6684817938
16736891;KIF18A;81930;-0.2608702309;2.4562749424;-0.4864645924;0.6319401587;0.9075679686;-5.6684851371
17037670;HLA-A;3105;-0.2200540744;5.369054914;-0.4862573193;0.6320845093;0.9075679686;-5.6685798805
16893540;ATG4B;23192;-0.2018865945;2.4899610728;-0.4859587941;0.6322924366;0.9075679686;-5.6687162657
17104159;KLF8;11279;-0.2603833931;1.563330902;-0.4858038762;0.6324003516;0.9075679686;-5.6687870098
16865084;MIR518A2;574491;-0.2067634309;1.3518911348;-0.4857329226;0.6324497804;0.9075679686;-5.6688194038
16815198;KCTD5;54442;0.2577473783;3.7752881077;0.4855121644;0.6326035795;0.9075679686;-5.6689201619
16994952;MIR4279;100422874;-0.3291040721;3.9951772734;-0.4854955857;0.6326151304;0.9075679686;-5.668927727
16851353;MIB1;57534;-0.2082138743;5.6625563039;-0.4854345833;0.6326576333;0.9075679686;-5.6689555608
17046393;LOC101929190//LOC100996428//LOC101930009//LOC401357;101929190;-0.2043481583;1.4518698022;-0.4854317726;0.6326595916;0.9075679686;-5.6689568431
17086314;IDNK;414328;0.2233754072;2.8640500849;0.4853446886;0.632720269;0.9075679686;-5.6689965712
16896026;TRMT61B;55006;0.2176709904;2.4069284876;0.4852767123;0.6327676346;0.9075679686;-5.6690275774
17108576;TMLHE//RP13-228J13.5;55217;-0.2369373767;3.6358575792;-0.4852734409;0.6327699141;0.9075679686;-5.6690290695
16964900;RP11-774O3.1;---;0.1868001765;1.6231049185;0.4847931855;0.6331046006;0.907925475;-5.6692480077
17093172;SMU1;55234;0.1919680046;4.479057346;0.4842476706;0.6334848641;0.9083482375;-5.6694964402
16885583;AC013269.4;---;-0.2045585322;1.4032862803;-0.4833673177;0.634098754;0.9088492341;-5.6698967859
16899004;PRADC1;84279;-0.1974288836;1.9900760108;-0.4833543245;0.6341078164;0.9088492341;-5.6699026894
16876019;ZNF552;79818;-0.193083678;1.3284427704;-0.4833107394;0.6341382166;0.9088492341;-5.669922491
17021544;RNU2-61P;---;0.2117507205;1.4566077711;0.4829507902;0.6343893024;0.9088492341;-5.6700859569
16891820;FBXO36;130888;0.1955029413;1.4103634911;0.4826714588;0.6345841839;0.9088492341;-5.6702127295
17005897;ZSCAN16;80345;-0.248450414;2.3622320057;-0.4826294689;0.6346134814;0.9088492341;-5.6702317801
16677933;CNIH4;29097;-0.2040671736;2.711625029;-0.4826133502;0.634624728;0.9088492341;-5.6702390927
17051474;SMKR1;100287482;0.2937140424;4.7198865061;0.4824809312;0.6347171251;0.9088492341;-5.6702991581
17066420;NPM2;10361;0.2107036258;1.9849433368;0.4824239209;0.6347569067;0.9088492341;-5.6703250131
16846398;ZNF652;22834;0.2239081835;5.3237478729;0.4824165608;0.6347620426;0.9088492341;-5.6703283508
16998804;AC010468.2;---;0.3559945039;4.0460159318;0.4823981049;0.6347749214;0.9088492341;-5.6703367201
17113978;RNA5SP513;---;-0.1932530269;1.3875193106;-0.4820202063;0.6350386498;0.9089157426;-5.6705080183
16865935;ZNF470;388566;0.3030713112;1.6071860783;0.4820052938;0.635049058;0.9089157426;-5.6705147753
17118054;RP11-432M8.12;---;0.196334469;1.2752633035;0.4819391947;0.6350951928;0.9089157426;-5.6705447232
16775583;RNY3P7;---;0.229563007;1.3945346629;0.481841394;0.635163457;0.9089157426;-5.6705890268
16932023;MIR3198-1;100423025;-0.2758031402;1.8950723864;-0.4810953804;0.635684279;0.9089919073;-5.6709266821
16803018;ARID3B;10620;0.1878977219;4.5804155016;0.481051207;0.6357151243;0.9089919073;-5.6709466596
16902048;DDX11L2;84771;0.2147030986;1.7981508271;0.4807757636;0.6359074756;0.9089919073;-5.6710711886
17051157;RNU7-27P;---;0.2340840722;1.3374974126;0.4803968099;0.6361721549;0.9089919073;-5.6712424016
16938296;SGOL1-AS1;100874028;-0.3006354624;3.9256176888;-0.4803731115;0.6361887087;0.9089919073;-5.6712531042
16793559;DHRS7;51635;-0.1934769861;5.3778949853;-0.4803474089;0.6362066626;0.9089919073;-5.6712647114
16847087;SUPT4H1;6827;0.1964810949;7.6289128566;0.4802615248;0.6362666566;0.9089919073;-5.6713034921
16694094;FAM189B;10712;-0.1741358039;3.0401779727;-0.4802532842;0.6362724132;0.9089919073;-5.6713072128
16802854;CD276;80381;0.1970669711;1.4147067097;0.48022216;0.6362941556;0.9089919073;-5.6713212648
16885874;MGAT5;4249;-0.1988071265;3.6740265774;-0.4801918746;0.6363153124;0.9089919073;-5.6713349374
16699739;PARP1;142;-0.2266509223;4.5664455615;-0.4801142478;0.6363695424;0.9089919073;-5.6713699787
17000854;TAF7;6879;-0.1835899628;6.1572501543;-0.4800559834;0.6364102472;0.9089919073;-5.671396276
16842673;SPAG5;10615;-0.2687738103;2.7241215656;-0.4798040233;0.6365862857;0.9089919073;-5.6715099611
16811149;MIR4312;100422971;-0.2189465382;1.6898936594;-0.4797657125;0.6366130545;0.9089919073;-5.671527242
16815447;NAA60//LA16c-306E5.2;79903;0.1831043695;5.3558617852;0.4797039108;0.6366562381;0.9089919073;-5.671555116
17025141;RP11-52J3.3;---;0.2120434189;1.3473576448;0.4795362124;0.636773423;0.9089919073;-5.6716307343
17093397;KIF24;347240;-0.2479650215;1.6772397494;-0.4793625446;0.6368947896;0.9089919073;-5.6717090172
16834766;GRN;2896;-0.245270692;3.8178328357;-0.4793211536;0.636923717;0.9089919073;-5.6717276706
16782110;TRAJ6//YME1L1;---;-0.3988687622;3.6465867091;-0.4792748566;0.6369560738;0.9089919073;-5.6717485331
16906654;RNU6-915P;---;-0.2171907625;1.5556192103;-0.4791760968;0.6370250991;0.9089919073;-5.67179303
16765476;LOC100240735//LOC101928102//RP11-834C11.7;100240735;0.2042744367;1.9392055511;0.479085455;0.6370884536;0.9089919073;-5.6718338615
17098732;LOC100289019//RP11-395P17.3;100289019;-0.2008083163;1.869872924;-0.4790362402;0.6371228537;0.9089919073;-5.6718560281
16773224;C1QTNF9//C1QTNF9B;338872;-0.1885289373;1.3337310549;-0.4787479435;0.6373243839;0.9089919073;-5.6719858341
16722321;PDE3B;5140;0.2173301689;2.6995050779;0.4787070679;0.6373529598;0.9089919073;-5.6720042322
17024597;RP1-12G14.7;---;-0.2956746264;1.3332498623;-0.4787043173;0.6373548827;0.9089919073;-5.6720054702
16828734;MBTPS1;8720;-0.2060337756;3.9615832407;-0.4785001665;0.6374976123;0.9089939485;-5.6720973351
17028723;TRIM26;7726;0.251542826;3.1387563752;0.4782757362;0.6376545367;0.9089939485;-5.6721982814
16993243;RMND5B;64777;-0.2158825768;2.4492813993;-0.4782012672;0.6377066102;0.9089939485;-5.6722317665
16881838;HK2;3099;-0.1938199891;2.6619070298;-0.4781333278;0.6377541195;0.9089939485;-5.6722623112
17098293;NR5A1;2516;0.2069600513;1.3319959756;0.4780906635;0.637783955;0.9089939485;-5.6722814903
17118140;LINC01023//CTC-329H14.4;100652853;-0.185387969;1.3138060488;-0.4776581975;0.6380864177;0.9091896265;-5.6724758052
16845336;VAT1;10493;-0.1661317873;1.9931316041;-0.4776497259;0.6380923432;0.9091896265;-5.6724796099
16798148;SNORD116-2//SNORD116-6//SNORD116-8//SNRPN;100033414;-0.3212877222;2.2261986507;-0.4774987364;0.6381979596;0.9092182192;-5.6725474107
16839261;GLOD4;51031;-0.2106277578;4.1787576497;-0.4772013386;0.638406011;0.9093927201;-5.6726808939
16790110;RP11-903H12.3;---;-0.182663027;2.0501001493;-0.4770606693;0.63850443;0.909406057;-5.6727440033
16734092;CEND1;51286;0.2018396285;2.8516969224;0.4769433641;0.6385865076;0.909406057;-5.6727966168
17028338;HLA-DQB1-AS1//XXbac-BPG254F23.5;---;-0.2712161271;3.3675523426;-0.4767961574;0.6386895139;0.9094308888;-5.6728626238
16842821;FAM222B//C17orf63;55731;-0.218753016;4.5512697213;-0.4766484729;0.6387928621;0.9094562007;-5.6729288252
16873567;GNG8;94235;0.291975938;2.3590944911;0.476053839;0.6392090575;0.9098349365;-5.6731951744
17022614;GSTM2P1;442245;-0.1993020205;1.7980879671;-0.4759588856;0.6392755284;0.9098349365;-5.673237676
16779755;RNU6-79P;100873779;0.3353120136;2.3695864251;0.4759014967;0.6393157043;0.9098349365;-5.6732633595
16902114;LOC100499194;100499194;0.189711061;1.8017182223;0.4754865628;0.6396062186;0.909870932;-5.6734489672
16759652;ZNF140;7699;-0.2011082079;1.9106685316;-0.475460371;0.6396245587;0.909870932;-5.6734606779
16882834;MAL;4118;0.4077600357;5.2897002952;0.4754386967;0.6396397357;0.909870932;-5.6734703684
16814183;ARHGDIG;398;-0.2373897909;1.8459109042;-0.4753762834;0.6396834403;0.909870932;-5.6734982706
16880728;RNU6-548P;---;0.2423547727;1.7125952398;0.4749486293;0.6399829392;0.9100559832;-5.6736893597
16800058;GANC//RP11-164J13.1//CAPN3;2595;-0.2037863336;2.1944603924;-0.4748008318;0.6400864609;0.9100559832;-5.6737553612
16965079;RNPS1//MIR572;10921;0.206829941;1.7071029345;0.4747384391;0.6401301648;0.9100559832;-5.6737832177
16984823;RP11-506H20.1;---;-0.1891526518;1.4914706722;-0.4745874143;0.640235958;0.9100559832;-5.673850631
16859368;SIN3B;23309;0.1957519371;2.4934562486;0.4745792447;0.640241681;0.9100559832;-5.6738542771
16814079;WASIR2;100132169;-0.2310748988;2.5450203019;-0.4739801034;0.6406614602;0.9102954446;-5.6741215068
17100675;MT-TH;---;-0.2138313649;8.2979273246;-0.4739548098;0.6406791845;0.9102954446;-5.674132781
16690634;RP5-1160K1.6;---;0.3179684538;3.0756951968;0.4737915744;0.6407935757;0.9102954446;-5.6742055266
16902979;TMEM163;81615;0.2061596566;2.3770823212;0.4736997675;0.6408579157;0.9102954446;-5.6742464294
17084710;CCDC107;203260;0.1983941517;4.7160120543;0.4734587545;0.641026836;0.9102954446;-5.6743537714
16682726;LOC100130193;100130193;-0.2071952157;1.5738164015;-0.4733991766;0.6410685958;0.9102954446;-5.6743802979
16847914;AMZ2P1;201283;0.2402199855;1.9002267508;0.4733769314;0.6410841884;0.9102954446;-5.6743902015
16775520;CLN5;1203;-0.2331613928;2.747066539;-0.4732572044;0.641168113;0.9102954446;-5.6744434965
16687875;JUN;3725;0.2210622845;7.483433963;0.4732388163;0.6411810028;0.9102954446;-5.6744516806
16677221;MIR3122;100422947;0.2001013524;1.8562773853;0.4729566911;0.6413787845;0.9102972938;-5.6745772084
16766318;PRIM1;5557;-0.332367695;3.692586589;-0.4729438172;0.6413878103;0.9102972938;-5.6745829348
16899985;RGPD1//RGPD2//RGPD3//RGPD6//RGPD8//RGPD5//RANBP2//RGPD4;400966;0.2143753504;4.3516237176;0.4728704367;0.6414392579;0.9102972938;-5.6746155716
17096812;RP11-196I18.4;---;0.2003766145;2.7782841907;0.4725745472;0.6416467271;0.9103388993;-5.6747471218
16874005;DBP;1628;0.1783165356;2.6571791112;0.4724680353;0.6417214176;0.9103388993;-5.6747944565
16732584;SORL1;6653;-0.1973335651;5.9851848797;-0.4724621575;0.6417255395;0.9103388993;-5.6747970683
16927840;IGLV3-1//IGLC1;---;-0.1975943179;2.6435626837;-0.4721574495;0.6419392352;0.9103765872;-5.6749324237
16918384;CDK5RAP1;51654;0.2401035743;2.1313710771;0.4721152809;0.6419688111;0.9103765872;-5.6749511489
16725356;CCDC86;79080;-0.2010775478;2.3981829851;-0.4719912329;0.6420558186;0.9103765872;-5.6750062235
16860041;MIR640;693225;0.240141909;1.5469522539;0.4719357443;0.6420947401;0.9103765872;-5.6750308546
16685889;SCMH1;22955;-0.1965690784;2.650953428;-0.4717914229;0.6421959767;0.9103986715;-5.675094905
16673154;NUF2;83540;-0.2557080478;2.0004087588;-0.4712660391;0.6425645764;0.9107997223;-5.675327911
17084764;RP11-112J3.16;---;-0.2347299746;1.3585231514;-0.4706955266;0.6429649449;0.9109518267;-5.6755806444
16986539;SCAMP1;9522;-0.2008415084;4.3557424946;-0.470419726;0.6431585335;0.9109518267;-5.6757027152
16788337;RNU1-47P;---;0.2010007588;1.6855421752;0.4703325561;0.6432197249;0.9109518267;-5.6757412826
16706056;LOC101929112//RP11-152N13.5;101929112;-0.2169457544;1.7492865898;-0.4702444491;0.6432815766;0.9109518267;-5.6757802574
16975659;COMMD8;54951;0.2124204376;1.5905634907;0.4701212414;0.6433680738;0.9109518267;-5.6758347474
16816702;RNU6-196P;---;-0.4059312936;2.1625076438;-0.4700977723;0.6433845508;0.9109518267;-5.6758451253
17091395;C9orf172;389813;0.1925275578;1.7818437574;0.4699617545;0.6434800483;0.9109518267;-5.6759052616
16833787;PPP1R1B;84152;0.1938504262;1.5915131495;0.4698964717;0.6435258854;0.9109518267;-5.6759341184
17062107;AC106873.4;---;0.1900894283;1.2300279048;0.4698725216;0.6435427018;0.9109518267;-5.6759447041
17035950;BRD2;6046;0.1895180308;7.112967919;0.4698178405;0.6435810967;0.9109518267;-5.6759688705
16960911;LXN;56925;-0.2164870469;3.5059441887;-0.4697699531;0.6436147222;0.9109518267;-5.6759900321
17059491;ABCB1;5243;-0.1948599729;2.4011534193;-0.4693571125;0.6439046419;0.9109778937;-5.6761723807
16717452;ERLIN1;10613;-0.2275356634;2.9697776276;-0.4692420859;0.6439854304;0.9109778937;-5.6762231592
16767875;RP1-81P11.1;---;-0.2118453286;1.3626090591;-0.4691580563;0.6440444511;0.9109778937;-5.6762602465
16790875;MYH7;4625;0.1889283696;1.5394413465;0.4691544497;0.6440469844;0.9109778937;-5.6762618381
17068782;MCM4;4173;0.2136598808;3.4101135956;0.4690520545;0.6441189081;0.9109778937;-5.6763070221
16998132;RP11-549J18.1;---;0.184694262;2.09930088;0.4690114524;0.6441474286;0.9109778937;-5.6763249359
16879764;RHOQ;23433;0.1793080506;1.6559038226;0.4686169126;0.6444245977;0.9112486195;-5.6764989297
16658390;ESPN;83715;-0.1888618949;1.7026791096;-0.4684417782;0.6445476488;0.9112692618;-5.676576119
17046094;RNU1-14P;---;0.189131265;1.658274048;0.4682442684;0.6446864338;0.9112692618;-5.6766631363
16986829;ZCCHC9;84240;-0.2036101548;4.2226257718;-0.4681872475;0.6447265033;0.9112692618;-5.6766882514
16712732;RNU2-24P;---;0.2634472864;1.1187861902;0.4680911836;0.6447940116;0.9112692618;-5.6767305565
16848953;TRIM47;91107;-0.2464465214;3.0216600164;-0.4678747118;0.6449461472;0.9112692618;-5.6768258563
17073146;PTP4A3;11156;0.2084685909;4.331733703;0.4678640374;0.6449536496;0.9112692618;-5.6768305545
16968314;PRDM8;56978;0.2223840183;2.8808227445;0.4676292091;0.6451187051;0.9113813103;-5.6769338847
16875108;ZNF320;162967;-0.1971682598;2.2202601015;-0.4671349026;0.6454662034;0.9115325503;-5.677151226
16882955;CIAO1;9391;0.2112276297;2.4309537906;0.4669141426;0.645621425;0.9115325503;-5.6772482193
16679591;RNU6-999P;---;0.1808431272;1.8743513163;0.466879092;0.6456460714;0.9115325503;-5.6772636151
16951191;COLQ;8292;0.2040789628;1.3432747372;0.4666806068;0.6457856476;0.9115325503;-5.6773507771
16819257;MT1H;4496;0.2873954708;1.3631313325;0.4662385113;0.6460965806;0.9115325503;-5.6775447872
16870818;LOC101929007//RP11-678G14.4;101929007;0.1879923865;1.2901991423;0.4661510573;0.6461580964;0.9115325503;-5.6775831444
16948275;AC007620.3;---;-0.2151432763;1.323868914;-0.4660952425;0.6461973582;0.9115325503;-5.677607621
17073537;GPAA1;8733;0.1915058108;2.6281394563;0.4659308698;0.6463129892;0.9115325503;-5.6776796873
17073338;RNU6-220P;---;-0.1883425023;3.3906910726;-0.4658471184;0.6463719093;0.9115325503;-5.6777163971
16826606;CRNDE;643911;0.1789102387;1.7056674504;0.4657991429;0.6464056616;0.9115325503;-5.6777374227
16674578;RNU6-28P//RNU6-738P//APBA3;100873756;0.3345199189;2.0840648861;0.4656598821;0.6465036406;0.9115325503;-5.6777984427
17106345;RBMXL3;139804;0.2005205063;1.482872217;0.4655473369;0.6465828283;0.9115325503;-5.6778477438
17010639;DOPEY1;23033;-0.1925485975;2.3509950047;-0.4655352455;0.6465913362;0.9115325503;-5.6778530398
16849274;ST6GALNAC2;10610;-0.1708610169;1.9780752074;-0.4654235413;0.6466699369;0.9115325503;-5.6779019598
16992456;ATP6V0E1;8992;-0.2148807426;7.2541449879;-0.4654188022;0.6466732716;0.9115325503;-5.677904035
16873453;SYMPK;8189;-0.1964448567;3.89301993;-0.4654155246;0.646675578;0.9115325503;-5.6779054702
17044414;NFE2L3;9603;0.1785956838;3.3916532004;0.4653775801;0.6467022787;0.9115325503;-5.6779220848
17086693;RP5-1050E16.2;---;0.1811426706;1.3907319396;0.465281959;0.6467695673;0.9115325503;-5.6779639481
16893663;AC114730.2;---;0.2326292611;1.7855360916;0.4651014238;0.6468966186;0.9115842416;-5.6780429642
16698348;PPP1R15B;84919;0.21384112;6.5427901655;0.4648485038;0.6470746292;0.9115842416;-5.6781536112
17038622;HLA-DQB1-AS1//XXbac-BPG254F23.5;---;-0.2640354648;3.3688036305;-0.4647977956;0.6471103214;0.9115842416;-5.6781757879
16834252;NKIRAS2;28511;-0.1813519526;1.8610322813;-0.4646309358;0.6472277757;0.9115842416;-5.6782487455
16982959;PAPD7;11044;-0.1980460689;3.9558866083;-0.4645451819;0.6472881424;0.9115842416;-5.6782862304
