;Gene Symbol;Entrez;logFC;AveExpr;t;P.Value;adj.P.Val;B
16662108;TSSK3;81629;0.5864206085;1.4674432445;1.5008859016;0.1490503252;0.6633451888;-4.769689287
16864220;SCAF1;58506;0.6379788044;3.2434970751;1.5005184558;0.1491447563;0.6633451888;-4.7701560729
16817212;RNA5SP405;---;0.5872743773;1.7482207986;1.5003570413;0.1491862543;0.6633451888;-4.7703610982
17112357;ZCCHC5;203430;0.5875791029;1.5339997208;1.5002757444;0.1492071585;0.6633451888;-4.7704643532
16886602;ARL6IP6;151188;-0.6025476709;2.7211009283;-1.5001114589;0.1492494092;0.6633451888;-4.7706729989
16788339;EVL;51466;-0.59681528;4.4381704472;-1.5000165299;0.1492738274;0.6633451888;-4.7707935524
16715732;RP11-77G23.5;---;-0.7360425411;1.7820216753;-1.4999289507;0.1492963579;0.6633451888;-4.7709047668
17008728;PPP2R5D;5528;-0.5804467866;3.4054758583;-1.4990502244;0.1495225727;0.6637358876;-4.7720203589
17003077;RNF44;22838;-0.6099049575;5.2196853515;-1.4987561067;0.1495983517;0.6637358876;-4.7723936442
16817692;MVP;9961;-0.6606113943;3.8409621333;-1.4981335764;0.1497588498;0.6637358876;-4.7731835533
16957874;LRRC58;116064;0.5669198065;4.1200309525;1.4980599257;0.1497778475;0.6637358876;-4.7732769896
16909537;PDE6D;5147;-0.61084632;3.9172785818;-1.4977981116;0.1498453965;0.6637358876;-4.7736091084
16863858;SEC1P;653677;0.6044873371;1.8790788712;1.4974755973;0.1499286408;0.6637358876;-4.7740181652
16761311;RP11-656E20.5;---;0.7504357732;2.0105826638;1.4972400985;0.1499894495;0.6637358876;-4.7743168139
16897112;PREPL;9581;-0.5645793937;3.2745790317;-1.4972304662;0.1499919371;0.6637358876;-4.7743290283
16997347;POC5//C5orf37;134359;-0.6853908849;2.2624157978;-1.4969444368;0.1500658216;0.6637358876;-4.7746917066
16972082;TMA16;55319;-0.7424920614;4.4119448763;-1.4967730944;0.1501100955;0.6637358876;-4.7749089387
16677898;LOC100287497//LOC100287934//LOC101930657//RP11-206L10.9;100287497;-0.8764303121;2.2811244295;-1.4967688252;0.1501111988;0.6637358876;-4.7749143511
17053123;ZNF783//LOC155060//RP4-800G7.2;100289678;-0.6567352374;1.2948327518;-1.4965928027;0.1501566935;0.6637358876;-4.7751374962
16664878;RP4-784A16.5;---;-0.617344648;1.8400564983;-1.4964401314;0.150196162;0.6637358876;-4.7753310223
17057462;SNORA5C//TBRG4;677796;0.5435615648;3.452869775;1.4961439143;0.1502727642;0.6637983946;-4.7757064631
16826539;AKTIP;64400;-0.6989660261;4.0058777587;-1.4951096461;0.1505404789;0.6644952779;-4.7770168951
16712456;RNU6-1141P;---;0.9216718944;2.4946787274;1.4950513777;0.1505555729;0.6644952779;-4.7770907009
16879315;RNU6-198P;---;-0.8276486436;3.5702020727;-1.4945317266;0.1506902405;0.6648135642;-4.7777488199
16906283;RNU6-989P;---;-0.6069126641;1.2024122137;-1.4937501721;0.1508929664;0.6654317208;-4.7787382949
16895772;GTF3C2;2976;-0.5991609459;4.3468181614;-1.4925283393;0.1512103434;0.6661048193;-4.7802843703
16779119;KPNA3;3839;0.5659619213;5.0835669144;1.4924349612;0.1512346213;0.6661048193;-4.780402488
16972396;GALNT7;51809;-0.5108580995;3.0539433394;-1.4924177861;0.1512390872;0.6661048193;-4.7804242129
17067031;DOCK5;80005;-0.7073777954;2.5795405473;-1.4921978025;0.151296296;0.6661048193;-4.7807024538
16832071;MAPK7;5598;-0.6031269206;2.2249764853;-1.4916865214;0.1514293281;0.6661581466;-4.7813490118
16874843;C19orf84//CTD-2616J11.4;147646;-0.6226943095;0.9308380303;-1.4914528309;0.1514901648;0.6661581466;-4.7816444758
16794064;RDH11;51109;-0.5518182241;3.3499435577;-1.491428703;0.1514964472;0.6661581466;-4.7816749795
16804033;WHAMM;123720;0.6799305822;3.2993403916;1.4898691864;0.1519029635;0.6673756808;-4.7836457882
16847698;CSHL1;1444;-0.5427640822;1.5295107862;-1.4895886347;0.1519761892;0.6673756808;-4.7840001595
17114934;CD99L2;83692;-0.5988250649;2.5191314676;-1.4895072098;0.151997447;0.6673756808;-4.7841029993
16899634;RETSAT;54884;-0.6114451001;3.2380943304;-1.4893224123;0.1520457016;0.6673756808;-4.784336383
16770915;WSB2;55884;-0.5669234211;5.2471625013;-1.4891631175;0.152087307;0.6673756808;-4.7845375407
16689752;GCLM;2730;0.6692586615;3.602190819;1.4885279231;0.1522533029;0.6678283545;-4.7853394985
16995044;CTD-2233C11.2;---;0.5763545884;1.3679769899;1.487344234;0.1525630333;0.6686059959;-4.7868332406
17015388;SSR1;6745;0.5306196715;7.1189029952;1.4872411702;0.1525900259;0.6686059959;-4.7869632569
16805859;GOLGA6L6;727832;0.6220208604;1.4368770796;1.4871293313;0.1526193212;0.6686059959;-4.7871043352
17053638;CHPF2//MIR671;54480;0.5813708653;4.5053669726;1.4863857947;0.1528142016;0.6687567906;-4.7880420526
16880682;AFTPH;54812;0.5554474494;6.2197569979;1.486304716;0.1528354646;0.6687567906;-4.7881442836
16764348;MCRS1;10445;0.5164928034;2.5649846236;1.485357474;0.1530840595;0.6687567906;-4.789338325
17048686;ACN9;57001;-0.5571934663;1.6544015895;-1.4853213136;0.153093556;0.6687567906;-4.7893838951
16866867;MOB3A;126308;0.6613752627;7.0863331641;1.4853179961;0.1530944273;0.6687567906;-4.7893880758
16699458;RAB3GAP2//AURKAPS1;25782;-0.58861168;3.917015116;-1.4849242308;0.1531978704;0.6687567906;-4.7898842497
17089982;DOLPP1;57171;-0.6722689411;2.5530112235;-1.4849016001;0.1532038173;0.6687567906;-4.789912763
16939558;CTNNB1;1499;0.5715560242;5.464602388;1.4847877609;0.1532337348;0.6687567906;-4.7900561881
16829835;ARRB2;409;-0.5896952249;6.2907071551;-1.4844948485;0.1533107355;0.6687567906;-4.7904251867
16782102;TRAJ10//YME1L1//TRDV2;---;-0.7336362826;6.2643461348;-1.4843185678;0.1533570913;0.6687567906;-4.7906472302
17099498;SURF1;6834;-0.561058811;3.8595754428;-1.4842917861;0.153364135;0.6687567906;-4.7906809628
16868928;EPOR;2057;0.5502028632;2.1869583507;1.4841191367;0.1534095488;0.6687567906;-4.7908984093
17011721;KIAA1919;91749;-0.560882966;4.202074218;-1.4838827155;0.153471755;0.6687567906;-4.7911961424
16918169;RP4-760C5.3;---;-0.5592551836;1.1538551058;-1.4829932991;0.1537059596;0.6690250622;-4.7923158824
16696094;ANKRD36BP1;84832;0.793762309;3.8166034982;1.4824755566;0.1538424283;0.6690250622;-4.7929674583
16665254;RP4-794H19.4//LINC01358;---;0.7935964989;1.1713610559;1.4824189963;0.1538573426;0.6690250622;-4.7930386283
16781136;TUBGCP3;10426;-0.6955018407;2.5737324826;-1.4820213318;0.1539622362;0.6690250622;-4.7935389511
16839913;ZZEF1;23140;0.5770908785;5.3309313799;1.4820077601;0.1539658171;0.6690250622;-4.7935560245
16799423;RP11-521C20.3;---;0.8915736315;3.0338128339;1.4819088747;0.1539919101;0.6690250622;-4.7936804203
16732755;GRAMD1B;57476;0.5573386302;5.1069603029;1.4814926929;0.154101768;0.6690250622;-4.7942038973
16903919;ERMN;57471;-0.6112059878;2.3078637691;-1.4809925772;0.1542338665;0.6690250622;-4.7948327951
17024770;RNU6-813P;---;-0.6175864525;1.7078725149;-1.4798657144;0.1545318507;0.6690250622;-4.7962492222
17065873;FAM66A;100133172;0.5682676423;1.6310738209;1.479802867;0.1545484837;0.6690250622;-4.7963281943
16816102;NOMO1;23420;-0.6066102219;5.1141492078;-1.4797868711;0.1545527174;0.6690250622;-4.7963482938
17049346;RP11-758P17.2;---;-0.6181421781;2.5605812911;-1.4795356414;0.1546192233;0.6690250622;-4.7966639527
16944199;TIGIT;201633;-0.6275942632;1.389383286;-1.4794048013;0.1546538688;0.6690250622;-4.7968283308
16987361;ARSK;153642;-0.5544310066;1.7626474449;-1.4793163325;0.1546772982;0.6690250622;-4.7969394702
16781602;RNASE3;6037;0.5835459424;1.2832986979;1.4791205923;0.154729147;0.6690250622;-4.7971853516
17007673;UHRF1BP1;54887;0.7052303264;1.993368465;1.479044621;0.1547492745;0.6690250622;-4.7972807769
16916852;CENPB;1059;0.5925477662;3.6986534264;1.4789812255;0.1547660719;0.6690250622;-4.7973604032
16889921;RN7SKP178;---;0.5585179122;1.0092525946;1.4787990999;0.1548143366;0.6690250622;-4.7975891426
16808555;RNU1-119P//RNU1-78P;---;-0.6110119529;1.9860231618;-1.4786262067;0.1548601659;0.6690250622;-4.7978062662
16707120;STAMBPL1;57559;-0.710813739;2.9777732012;-1.4785873779;0.1548704599;0.6690250622;-4.7978550257
16903308;RP11-570L15.1;---;-0.7847264187;3.6203130225;-1.4781206875;0.1549942292;0.6690250622;-4.7984409961
16673507;XCL1;6375;-1.4006042833;3.8377393877;-1.4780749453;0.1550063646;0.6690250622;-4.7984984216
16705778;SGPL1;8879;0.546603782;4.23147302;1.4779345916;0.1550436055;0.6690250622;-4.7986746153
16898872;TEX261;113419;0.6399391297;2.8033523504;1.4779327163;0.1550441031;0.6690250622;-4.7986769694
16771797;HCAR2;338442;0.5517006805;1.286650402;1.4770304029;0.1552836946;0.6692331788;-4.7998093793
17031847;DDX39B//ATP6V1G2-DDX39B//SNORD84//DASS-161H22.6;7919;-0.5907824032;9.9867263496;-1.476967261;0.155300472;0.6692331788;-4.7998886026
16737783;CKAP5;9793;-0.6758083644;4.5282174848;-1.476802683;0.1553442089;0.6692331788;-4.8000950839
16758075;P2RX4;5025;0.6681619013;3.3980782061;1.4761614335;0.1555147181;0.6695921618;-4.8008994305
16687827;DAB1;1600;0.5684262134;2.070705921;1.4754105209;0.1557145812;0.6695921618;-4.8018409847
16780896;LIG4;3981;-0.647703626;4.0762110134;-1.4750837819;0.1558016116;0.6695921618;-4.802250559
16868453;ZNF812//ZNF562;729648;-0.5693196135;1.1072773662;-1.4750531871;0.1558097629;0.6695921618;-4.8022889066
17051336;ATP6V1F//LOC101927180;9296;0.6039359156;4.7880261748;1.4748597732;0.1558613017;0.6695921618;-4.8025313176
16804022;SNHG21//RP11-752G15.6//SCARNA15//RP11-752G15.7;100505616;-0.5768725757;2.3363054423;-1.474508845;0.1559548487;0.6695921618;-4.8029710823
16911149;PCNA-AS1;100302739;-1.1130371689;4.2881701789;-1.4743408318;0.1559996522;0.6695921618;-4.8031815984
16846800;MBTD1;54799;-0.565498922;2.978473564;-1.4742610632;0.1560209275;0.6695921618;-4.8032815398
16839604;SNORD91A;692207;-0.6250185389;2.173170866;-1.4741003303;0.1560638042;0.6695921618;-4.8034829078
16757324;OAS1;4938;-1.0052070014;3.8201402241;-1.4740054377;0.1560891221;0.6695921618;-4.8036017823
16995254;LMBRD2;92255;-0.5967830961;2.6113149539;-1.4736013955;0.1561969602;0.6695921618;-4.8041078696
16898359;RP11-568N6.1;---;0.7007630537;1.4041665517;1.4734369849;0.1562408585;0.6695921618;-4.8043137727
17108827;PRKX;5613;0.7708944769;6.6534408916;1.4734155912;0.1562465715;0.6695921618;-4.8043405642
16820508;TANGO6;79613;-0.6027497026;2.7037123948;-1.472683424;0.1564421912;0.6699675946;-4.8052572802
17046339;ZNF716;441234;0.6211032075;1.2561080325;1.4724149079;0.1565139832;0.6699675946;-4.8055933886
16987008;RASA1;5921;-0.5807773538;4.8688274617;-1.4723801021;0.156523291;0.6699675946;-4.8056369524
16827566;DDX28;55794;0.6472722963;3.1145906385;1.4718621756;0.1566618495;0.6702239846;-4.8062851063
17079910;KLF10;7071;1.0105280589;5.4161076985;1.471218555;0.1568341737;0.6702239846;-4.8070903095
16883756;AC007278.3;---;-0.7076136392;1.8270895654;-1.4707295457;0.1569652054;0.6702239846;-4.8077019014
16683703;LOC646471//RP1-317E23.3;646471;-0.5931030132;2.020903065;-1.4705399482;0.1570160328;0.6702239846;-4.8079389834
16861997;ZFP36;7538;0.6303980624;9.6011945096;1.470117028;0.1571294576;0.6702239846;-4.8084677371
16705051;CISD1;55847;-0.6428961488;3.2364144426;-1.4699930985;0.1571627075;0.6702239846;-4.8086226568
17078296;STAU2;27067;-0.5719032239;2.5458299189;-1.4696924716;0.1572433886;0.6702239846;-4.8089984165
16671325;RPS27;6232;0.6747612709;3.9624970226;1.4693748706;0.1573286618;0.6702239846;-4.8093953271
16931990;ATP6V1E1;529;-0.5538498545;2.8447833174;-1.4692430596;0.157364063;0.6702239846;-4.8095600334
17101799;SYAP1;94056;0.5914700352;4.5353770149;1.4692427189;0.1573641545;0.6702239846;-4.8095604592
16965872;LOC439933//RP11-431M7.3;439933;-0.5449626254;1.5392934879;-1.4688701071;0.1574642641;0.6702239846;-4.8100259989
17071265;POP1;10940;-0.6372865095;1.7711263047;-1.4688591302;0.1574672141;0.6702239846;-4.810039712
17092848;IFNA5;3442;-0.6202225339;1.542583507;-1.4685023101;0.1575631311;0.6702239846;-4.8104854321
16692285;RP4-704D21.2;---;0.5627027574;1.6042895047;1.4684826992;0.1575684041;0.6702239846;-4.8105099265
16664765;ZYG11B;79699;-0.6158121752;3.0686369731;-1.4684632654;0.1575736296;0.6702239846;-4.8105341995
16740969;CLCF1;23529;-0.559046944;1.8895197516;-1.4683942635;0.1575921846;0.6702239846;-4.8106203812
16843241;MYO1D;4642;-0.651514269;2.5419063524;-1.4677998601;0.1577520963;0.6706357119;-4.8113626459
16867837;GPR108//MIR6791;56927;-0.5856337136;4.4246887001;-1.4673602425;0.1578704513;0.6707044424;-4.811911469
16859942;SLC25A42;284439;-0.6421093735;2.2969346582;-1.4672710297;0.1578944782;0.6707044424;-4.8120228275
16830573;SNORA48//EIF4A1//SNORA67//SNORD10;652965;0.9441319843;10.6696613866;1.4666905264;0.1580508931;0.6711006361;-4.8127473015
16953396;SHISA5;51246;-0.5428378934;2.5772466528;-1.4663704442;0.1581371923;0.6711989138;-4.813146671
16914315;UBE2C;11065;-1.0817779057;3.6446675759;-1.4657089935;0.1583156516;0.6716400183;-4.8139717522
16891843;SP140//LOC101928789;11262;-0.5913924732;6.1238422664;-1.4648899792;0.1585368488;0.6716400183;-4.81499297
16922011;BACH1//GRIK1-AS2;571;0.5914135993;3.2175356248;1.4646945209;0.1585896749;0.6716400183;-4.8152366181
16864553;EMC10;284361;0.6090936227;3.2753948872;1.4645702419;0.158623271;0.6716400183;-4.8153915245
17052532;LOC93432//RP11-1220K2.2;93432;0.6609683512;3.0438211732;1.4642965865;0.1586972681;0.6716400183;-4.8157325831
16779766;KLF12;11278;-0.7950938856;4.9215807074;-1.4642451646;0.1587111758;0.6716400183;-4.815796665
16961466;RPL22L1;200916;-0.6661633984;4.3126655272;-1.4638598389;0.158815424;0.6716400183;-4.8162768012
16799273;C15orf53;400359;-0.5744343524;3.0117221067;-1.4637709236;0.1588394875;0.6716400183;-4.8163875802
16846209;MIR1203;100302211;-0.8605472894;1.8118619394;-1.4637618926;0.1588419318;0.6716400183;-4.8163988315
17052864;FAM115C//LOC101928422;285966;0.5978139681;3.6166151154;1.463604667;0.1588844903;0.6716400183;-4.816594704
16915868;BIRC7;79444;0.5798909244;1.4625914815;1.4634134322;0.158936267;0.6716400183;-4.8168329231
16748375;PRH2;5555;-0.5396047971;1.0458679944;-1.463005304;0.1590468136;0.6718400377;-4.817341242
16673822;METTL13;51603;-0.6347501809;2.7509717207;-1.4620718824;0.1592998777;0.6720954797;-4.8185033886
17014959;LOC102723922;102723922;0.885607249;2.2551680497;1.4615510599;0.1594412227;0.6720954797;-4.8191515794
16838101;SNORD1B;677849;0.6727221333;1.4644489225;1.4613669362;0.1594912161;0.6720954797;-4.8193806876
17064677;RNA5SP250;---;0.6027161687;1.1514860525;1.4610355788;0.1595812186;0.6720954797;-4.8197929438
16810543;KIAA0101;9768;-0.8922436407;2.8394027692;-1.4610172759;0.1595861912;0.6720954797;-4.819815713
17007257;HLA-DRA;3122;-0.9630944316;6.2002587381;-1.4607498871;0.1596588507;0.6720954797;-4.8201483263
16726936;FAM89B//SSSCA1;23625;0.7196923709;4.0107013796;1.4607460298;0.1596598991;0.6720954797;-4.8201531241
16726183;COX8A//AP000721.4;1351;-0.7162641693;7.7114926884;-1.4605922067;0.159701711;0.6720954797;-4.8203444473
17111709;FRMD8P1;83957;0.7831591925;2.0252109728;1.460552622;0.1597124722;0.6720954797;-4.8203936797
16947556;SMC4;10051;-0.6602234179;4.6943397006;-1.4604525971;0.1597396671;0.6720954797;-4.8205180782
17014015;MIR1202;100302259;-0.5526131654;1.7028138722;-1.4597335422;0.1599352753;0.6723235987;-4.8214121519
16838300;TMC8;147138;-0.6068173149;6.0161354321;-1.4595700934;0.1599797663;0.6723235987;-4.821615336
17006087;HLA-F;3134;-0.5722416651;3.8799142002;-1.4594878828;0.1600021479;0.6723235987;-4.8217175256
17069145;LINC00588;26138;0.626909606;0.9165214523;1.4593234439;0.1600469237;0.6723235987;-4.8219219134
16666390;RNA5SP20;---;-0.7621232315;3.6238958135;-1.4587664745;0.160198659;0.6725708686;-4.8226140584
17110902;FOXP3;50943;0.6953380358;4.365754485;1.4586428561;0.1602323522;0.6725708686;-4.8227676504
16720318;TALDO1;6888;-0.6936200108;3.6901010111;-1.457754252;0.1604747186;0.6732121649;-4.8238714129
17059444;TP53TG1;11257;-0.7271753734;2.4372538782;-1.4576183201;0.1605118203;0.6732121649;-4.8240402113
16938100;RNU6-454P;---;0.5648002358;1.2188474562;1.4571421865;0.1606418326;0.6734916753;-4.82463137
16678904;RP5-827C21.2;---;-0.5604907151;1.4202285771;-1.4567789496;0.1607410751;0.6736420136;-4.8250822559
16693546;GATAD2B;57459;0.5473358611;7.1750357723;1.4563924218;0.1608467359;0.673716918;-4.8255619554
17002813;UBTD2;92181;0.7919668702;2.7243479064;1.45602452;0.1609473575;0.673716918;-4.8260184461
16953753;SLC25A20;788;-0.5581758899;2.5066663455;-1.4560180749;0.1609491207;0.673716918;-4.8260264424
17073908;MFSD3;113655;-0.5464443644;2.2421807929;-1.4545992404;0.1613376566;0.6738906188;-4.8277860673
17023405;THEMIS;387357;-0.7350537932;5.8484299531;-1.4544063499;0.1613905369;0.6738906188;-4.8280251839
16789634;PACS2;23241;0.5785577573;1.8725494127;1.454299161;0.1614199285;0.6738906188;-4.8281580496
16960399;COMMD2;51122;0.5865007468;4.3135405567;1.4542073851;0.1614450972;0.6738906188;-4.8282718042
17085162;FAM74A7//FAM74A3;100996582;0.7521133863;1.1923177293;1.4541342668;0.1614651515;0.6738906188;-4.8283624289
17015472;SCARNA27;100124533;-0.9783679019;2.388593194;-1.453933065;0.1615203461;0.6738906188;-4.828611785
17057464;SEPT7P2;641977;-0.672586106;3.8206232492;-1.4536594932;0.161595418;0.6738906188;-4.8289507881
17037427;VPS52;6293;-0.5507903412;3.3148636453;-1.453608514;0.1616094106;0.6738906188;-4.8290139546
17044769;AC007036.4;---;0.5790601489;1.1652007709;1.4533210352;0.1616883349;0.6738906188;-4.8293701269
16658609;RP5-1115A15.1//LOC102724552;---;-0.750147441;1.4859362968;-1.4532985351;0.1616945134;0.6738906188;-4.829398001
16779839;KCTD12;115207;0.7076234975;1.9974976825;1.4532870407;0.1616976698;0.6738906188;-4.8294122407
17110681;OTUD5;55593;0.5829178069;5.2805041073;1.453091032;0.1617515025;0.6738906188;-4.8296550496
16931331;MIR3619;100500828;-0.7919450117;3.3330541572;-1.4523538047;0.1619541081;0.6744703218;-4.8305680701
17058098;LOC100287834;100287834;0.5343883384;1.0588475786;1.4521227188;0.1620176578;0.6744706883;-4.8308541835
17091262;RP11-413M3.4;---;-0.798210881;2.4150896565;-1.4517590274;0.1621177157;0.6746229767;-4.8313044066
17118024;LOC100129516//RP13-616I3.1;100129516;0.5884188804;1.7790648346;1.451371785;0.162224308;0.6747552394;-4.8317836862
16977709;RNU6-469P;---;0.5531594926;1.18720548;1.4509536636;0.162339464;0.6747552394;-4.8323010706
16862033;SUPT5H;6829;0.542879313;5.8196195465;1.4507442354;0.1623971682;0.6747552394;-4.8325601732
16925495;PIGP;51227;-0.5542625431;3.0336022027;-1.4502142104;0.1625432814;0.6747552394;-4.8332157835
16972993;TLR3;7098;-0.5448011816;1.2505879029;-1.4501412763;0.1625633957;0.6747552394;-4.8333059839
16943157;RP11-325B23.2;---;-0.579279766;1.1486031828;-1.4499071885;0.1626279677;0.6747552394;-4.8335954652
16834632;RNU6-971P;---;-0.5754954084;1.1641882441;-1.4497024502;0.1626844609;0.6747552394;-4.8338486218
16975773;RNU6-838P;---;0.776820347;1.5845051213;1.4496884505;0.1626883244;0.6747552394;-4.8338659311
16699932;TMEM63A;9725;-0.7758785313;4.1591073815;-1.4493763029;0.1627744872;0.6747552394;-4.8342518406
16715597;AGAP5//AGAP4//AGAP11//AGAP10//LOC101060581//BMS1P5//RP11-464F9.1;729092;-0.8718928816;3.9987540048;-1.4491128271;0.1628472438;0.6747552394;-4.8345775258
16914671;CSE1L;1434;-0.556965864;6.0558290994;-1.4491105506;0.1628478725;0.6747552394;-4.8345803395
17112184;RP3-368A4.5;---;-0.66046352;4.1423798752;-1.44869236;0.1629634069;0.6749708061;-4.8350971727
16835064;NSF//NSFP1//LOC101930324;4905;-1.0425642249;3.2027367621;-1.4476475204;0.1632523577;0.6756251802;-4.836387953
16831113;LOC101928325//RP11-963H4.3;101928325;0.6007355056;1.1231702257;1.4474326743;0.1633118249;0.6756251802;-4.8366532797
16823746;TMEM186;25880;-0.5495766203;1.8686357941;-1.4474316504;0.1633121084;0.6756251802;-4.8366545441
16773528;POLR1D;51082;0.5496438199;5.6132136538;1.4468269302;0.1634795836;0.6757727816;-4.8374011827
16840018;MYBBP1A;10514;0.6242064386;3.5005792138;1.4466038396;0.1635414029;0.6757727816;-4.837676567
17074344;FAM66B;100128890;-0.6760883625;1.7540537998;-1.4464000609;0.1635978874;0.6757727816;-4.8379280831
16888403;RNU6-1122P;---;-0.6123482706;1.3314560353;-1.4462386744;0.1636426327;0.6757727816;-4.8381272564
17084749;RGP1;9827;-0.5730942567;3.0139637024;-1.4461554622;0.1636657075;0.6757727816;-4.8382299447
16673393;RCSD1;92241;-0.6433565381;4.5382017499;-1.4454072212;0.1638733147;0.6763672189;-4.8391531059
17058405;SPDYE8P//LOC100996746//SPDYE9P//SPDYE5//AC006995.8//AC004166.6//SPDYE3//SPDYE2//SPDYE6//SPDYE2B//LOC102723555//AC007000.12//AC004980.11//AC018720.10;728524;-0.6262325048;4.2532177833;-1.4446996717;0.164069828;0.6764919456;-4.8400257151
17016372;HIST1H1C;3006;-0.8832844116;7.7419812058;-1.4445408504;0.1641139649;0.6764919456;-4.8402215403
